Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,mtb_strain,mentions_resistance,resistant_to,mutant,mutant_type,checkerboard,mentions_resistance_normalized,resistant_to_normalized,MIC_uM,MIC_uM_median,MIC_uM_mean,MIC_uM_std,mic_log
473,,,600559,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCCCCCCCOC(=O)c1cnccn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL126397,,CHEMBL126397,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243094,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,1.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],2.9916649671578424,2.9916649671578424,2.9916649671578424,,-0.47591295581620496
476,,,600565,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCC(CC)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL116098,,CHEMBL116098,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243103,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.25,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],0.8008701788423952,0.8008701788423952,0.8008701788423952,,0.09643787740113983
479,,,600571,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCC(C)(CCCCC)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL115726,,CHEMBL115726,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243149,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],49.053255944491234,49.053255944491234,49.053255944491234,,-1.6906678392755183
482,,,601806,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL126703,,CHEMBL126703,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243159,=,1,1,=,,MIC,ug.mL-1,,64.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,64.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],405.0932756922641,405.0932756922641,405.0932756922641,,-2.607555034213008
485,,,601812,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCCC(OC(=O)c1cnc(Cl)cn1)C(C)(C)C,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL130295,,CHEMBL130295,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243099,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],43.4519233392133,43.4519233392133,43.4519233392133,,-1.638009004653967
494,,,604375,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CC(C)(C)C(OC(=O)c1cnc(Cl)cn1)c1ccccc1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL126528,,CHEMBL126528,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243098,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],52.6146426635821,52.6146426635821,52.6146426635821,,-1.7211066251998395
497,,,605605,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,NC(=O)c1cnccn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL614,PYRAZINAMIDE,CHEMBL614,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243091,=,1,1,=,,MIC,ug.mL-1,,2048.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,2048.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],16644.552252376092,406.3611389740257,4465.908917324542,8119.095556701033,-2.6089121689212598
500,,,605611,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCC(OC(=O)c1cnc(Cl)cn1)C(C)(C)C,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL125923,,CHEMBL125923,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243100,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,2.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],6.131656993061404,6.131656993061404,6.131656993061404,,-0.7875778522835748
503,,,605617,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCC(OC(=O)c1cnc(Cl)cn1)c1ccccc1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL126073,,CHEMBL126073,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243139,=,1,1,=,,MIC,ug.mL-1,,8.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,8.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],26.30732133179105,26.30732133179105,26.30732133179105,,-1.4200766295358582
506,,,607997,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCCOC(=O)c1cnc(F)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL114626,,CHEMBL114626,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243135,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,4.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],14.175632590870787,14.175632590870787,14.175632590870787,,-1.1515424484887138
509,,,608003,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCOC(=O)c1cnc(C)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL114174,,CHEMBL114174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243132,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,1.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],5.552782939237964,5.552782939237964,5.552782939237964,,-0.7445106970393484
512,,,609252,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCOC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL419941,,CHEMBL419941,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243123,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.25,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],1.2497796937847074,1.2497796937847074,1.2497796937847074,,-0.09683346404326872
515,,,609258,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(OCCc1ccccc1)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL339977,,CHEMBL339977,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243144,=,1,1,=,,MIC,ug.mL-1,,4.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,4.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],15.264209813921973,15.264209813921973,15.264209813921973,,-1.1836743269880523
522,,,610340,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCOC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL442015,,CHEMBL442015,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243120,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.5,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],2.0654140983796574,2.0654140983796574,2.0654140983796574,,-0.315007137160346
528,,,611556,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(OCc1ccccc1)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL333384,,CHEMBL333384,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243111,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,1.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],4.031684927859992,4.031684927859992,4.031684927859992,,-0.6054865850846932
531,,,611562,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCC(C)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL331154,,CHEMBL331154,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243109,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.5,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],1.85107367742547,1.85107367742547,1.85107367742547,,-0.2674237051183926
536,,,613988,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1cc(C(C)(C)C)c(OC(=O)c2cnccn2)c(C(C)(C)C)c1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL127312,,CHEMBL127312,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243095,=,1,1,=,,MIC,ug.mL-1,,128.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,128.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],392.39799026179577,392.39799026179577,392.39799026179577,,-2.5937267743948444
539,,,613994,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCC(C)(C)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL115143,,CHEMBL115143,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243097,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.25,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],0.8798815435857333,0.8798815435857333,0.8798815435857333,,0.05557579197467801
542,,,614000,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL324359,,CHEMBL324359,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243151,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],47.03229788775043,47.03229788775043,47.03229788775043,,-1.6723961978740969
544,,,614005,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCOC(=O)c1cnc(F)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL113713,,CHEMBL113713,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243136,=,1,1,=,,MIC,ug.mL-1,,8.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,8.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],35.38073448123964,35.38073448123964,35.38073448123964,,-1.5487668443407618
547,,,615487,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCCCOC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL117541,,CHEMBL117541,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243115,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.5,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],1.6017403576847904,1.6017403576847904,1.6017403576847904,,-0.20459211826284135
550,,,616881,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCC(C)(C)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL115616,,CHEMBL115616,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243155,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],49.053255944491234,49.053255944491234,49.053255944491234,,-1.6906678392755183
553,,,616887,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCC(C)(CCCC)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL116686,,CHEMBL116686,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243153,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,16.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],51.25569144591329,51.25569144591329,51.25569144591329,,-1.7097420965827472
556,,,616893,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCC(C)(CCCCCC)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL115156,,CHEMBL115156,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243146,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.5,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],1.4116023314436879,1.4116023314436879,1.4116023314436879,,-0.14971236698198964
559,,,616899,[],CHEMBL750952,Minimum Inhibitory Concentration for PZA resistant forms against Mycobacterium tuberculosis ATCC 35828,F,,,BAO_0002146,BAO_0000218,organism-based format,COC(=O)c1cnc(F)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL117948,,CHEMBL117948,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243137,=,1,1,=,,MIC,ug.mL-1,,8.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,8.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],51.27103930794835,51.27103930794835,51.27103930794835,,-1.7098721210513248
562,,,618248,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(Oc1c(Br)cc(Br)cc1Br)c1cnccn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL126695,,CHEMBL126695,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243127,=,1,1,=,,MIC,ug.mL-1,,32.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,32.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],73.7683939522202,73.7683939522202,73.7683939522202,,-1.867870328323756
565,,,618254,[],CHEMBL750950,Minimum Inhibitory Concentration against Mycobacterium tuberculosis ATCC 35828 PZA resistant form,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCCCCCCCC(C)OC(=O)c1cnc(Cl)cn1,,,CHEMBL1128446,J Med Chem,1995.0,,CHEMBL331832,,CHEMBL331832,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,243106,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,1.0,ATCC 35828,R,PZA,False,False,False,resistant,['pza'],3.203480715369581,3.203480715369581,3.203480715369581,,-0.5056221139268225
