Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,mtb_strain,mentions_resistance,resistant_to,mutant,mutant_type,checkerboard,mentions_resistance_normalized,resistant_to_normalized,MIC_uM,MIC_uM_median,MIC_uM_mean,MIC_uM_std,mic_log
2289,,,1720734,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,Oc1[nH]c2ccccc2c1/N=N/C(S)=N/c1ncc(C2CCC2)o1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL210332,,CHEMBL210332,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491476,=,1,1,=,,MIC,ug.mL-1,,25.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,25.0,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",73.29344014541395,73.29344014541395,73.29344014541395,,-1.8650651064810264
2290,,,1720735,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,S=C(NN=C(Cc1ccccc1)Cc1ccccc1)Nc1ncc(C2CCC2)o1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL209164,,CHEMBL209164,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491475,=,1,1,=,,MIC,ug.mL-1,,6.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,6.25,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",15.463901619776166,15.463901619776166,15.463901619776166,,-1.1893190780791976
2291,,,1720736,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,S=C(N/N=C(\c1ccccc1)c1ccc(Br)cc1)Nc1ncc(C2CCC2)o1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL209025,,CHEMBL209025,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491474,=,1,1,=,,MIC,ug.mL-1,,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.05,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.11012092957173292,0.11012092957173292,0.11012092957173292,,0.9581301312219492
2292,,,1720737,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,S=C(NN=C(c1ccccc1)c1ccccc1)Nc1ncc(C2CCC2)o1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL207679,,CHEMBL207679,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491473,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.1,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.26586143811990753,0.26586143811990753,0.26586143811990753,,0.5753446503563877
2293,,,1720738,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccc([N+](=O)[O-])cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL207691,,CHEMBL207691,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491472,=,1,1,=,,MIC,ug.mL-1,,0.2,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.2,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.5569398443843138,0.5569398443843138,0.5569398443843138,,0.2541917108636215
2294,,,1720739,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccc(N)cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL206685,,CHEMBL206685,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491471,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",2.3698768149870015,2.3698768149870015,2.3698768149870015,,-0.3747257721865643
2295,,,1720740,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccc(C)cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL378128,,CHEMBL378128,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491470,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",2.3770647462700767,2.3770647462700767,2.3770647462700767,,-0.3760410111622838
2296,,,1720741,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccc(O)cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL208043,,CHEMBL208043,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491469,=,1,1,=,,MIC,ug.mL-1,,3.12,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,3.12,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",9.451250496130916,9.451250496130916,9.451250496130916,,-0.9754892738679917
2297,,,1720742,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccccc1O,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL207383,,CHEMBL207383,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491468,=,1,1,=,,MIC,ug.mL-1,,3.12,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,3.12,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",9.451250496130916,9.451250496130916,9.451250496130916,,-0.9754892738679917
2298,,,1720743,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,C/C(=N\N=C(/S)Nc1ncc(C2CCC2)o1)c1ccccc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL382047,,CHEMBL382047,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491467,=,1,1,=,,MIC,ug.mL-1,,3.12,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,3.12,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",9.932505688789247,9.932505688789247,9.932505688789247,,-0.9970588224673019
2299,,,1720744,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(/C=N/N=C(\S)Nc2ncc(C3CCC3)o2)ccc1O,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL382578,,CHEMBL382578,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491466,=,1,1,=,,MIC,ug.mL-1,,12.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,12.5,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",36.11568978869568,36.11568978869568,36.11568978869568,,-1.5576959140478508
2300,,,1720745,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1ccc(/C=N/N=C(\S)Nc2ncc(C3CCC3)o2)cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL448422,,CHEMBL448422,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491465,=,1,1,=,,MIC,ug.mL-1,,6.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,6.25,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",18.932793461800713,18.932793461800713,18.932793461800713,,-1.277214697193624
2301,,,1720746,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,CN(C)c1ccc(/C=N/N=C(\S)Nc2ncc(C3CCC3)o2)cc1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL208613,,CHEMBL208613,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491464,=,1,1,=,,MIC,ug.mL-1,,3.12,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,3.12,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",9.092321651640985,9.092321651640985,9.092321651640985,,-0.9586747910060645
2302,,,1720747,[],CHEMBL863126,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,S=C(N/N=C/c1ccc(Cl)cc1)Nc1ncc(C2CCC2)o1,,,CHEMBL1148530,J Med Chem,2006.0,,CHEMBL207928,,CHEMBL207928,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,491463,=,1,1,=,,MIC,ug.mL-1,,1.56,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,1.56,multidrug resistant Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",4.669742772988878,4.669742772988878,4.669742772988878,,-0.6692929586500015
2303,,,1725278,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(Cn3c(O)c(/N=N/C(N)=O)c4cc(F)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL383701,,CHEMBL383701,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476428,=,1,1,=,,MIC,ug.mL-1,,0.2,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.2,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.3282914668605906,0.3282914668605906,0.3282914668605906,,0.4837404055543068
2306,,,1725281,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(CN3C(=O)/C(=N\c4ccc(S(=O)(=O)Nc5ncccn5)cc4)c4cc(C)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL379844,,CHEMBL379844,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476443,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.9996808778406927,0.9996808778406927,0.9996808778406927,,0.00013861511159362657
2307,,,1725282,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(CN3C(=O)/C(=N\c4ccc(S(=O)(=O)Nc5ncccn5)cc4)c4ccccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL210891,,CHEMBL210891,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476442,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.1,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.13050854637729545,0.13050854637729545,0.13050854637729545,,0.8843610475366723
2308,,,1725283,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(CN3C(=O)/C(=N\c4ccc(S(=O)(=O)Nc5ncccn5)cc4)c4cc(F)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL381581,,CHEMBL381581,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476441,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.1,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.12751460021047065,0.12751460021047065,0.12751460021047065,,0.8944400863843542
2309,,,1725284,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(CN3C(=O)/C(=N\c4ccc(S(=O)(=O)Nc5ncccn5)cc4)c4cc(Cl)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL207785,,CHEMBL207785,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476440,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.1,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.12496963670098138,0.12496963670098138,0.12496963670098138,,0.9031954927121987
2310,,,1725285,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(Cn3c(O)c(/N=N/C(=O)c4ccncc4)c4ccccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL382147,,CHEMBL382147,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476439,=,1,1,=,,MIC,ug.mL-1,,0.2,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.2,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",0.3061662760740531,0.3061662760740531,0.3061662760740531,,0.5140426481300671
2311,,,1725286,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(Cn3c(O)c(/N=N/C(=O)c4ccncc4)c4cc(Cl)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL425957,,CHEMBL425957,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476438,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",1.1350393615794678,1.1350393615794678,1.1350393615794678,,-0.05501092251623533
2312,,,1725287,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(Cn3c(O)c(/N=N/C(=O)c4ccncc4)c4cc(C)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL378264,,CHEMBL378264,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476437,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",1.1689675794743875,1.1689675794743875,1.1689675794743875,,-0.06780246646498593
2313,,,1725288,[],CHEMBL868151,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2CCN(Cn3c(O)c(/N=N/C(=O)c4ccncc4)c4cc(F)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1147715,Bioorg Med Chem Lett,2006.0,,CHEMBL377823,,CHEMBL377823,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,476436,=,1,1,=,,MIC,ug.mL-1,,0.78,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,,MIC,ug ml-1,UO_0000274,,0.78,Mycobacterium tuberculosis,mdr,False,False,False,False,MDR,"('false',)",1.1620451245472654,1.1620451245472654,1.1620451245472654,,-0.06522299290919036
